75.421  1067.21  0.0659996  0.0302466  0.0176922  0.0165069  0.0149507  0.0128894  0.0115667  0.0100783  0.00498287  0.0018319  0.000946789  0.000871182  0.000773838  0.000670246  0.000604194  0.000571632  0.253943  0.162083  0.118276  0.113696  0.108073  0.100282  0.0959493
84.0896  1041.79  0.0694635  0.0340964  0.0293324  0.0231804  0.0208084  0.0181889  0.0169854  0.0142615  0.00652017  0.00259372  0.00195304  0.00149347  0.00130322  0.000723745  0.000657649  0.000552036  0.253652  0.168019  0.152717  0.13521  0.130593  0.125037  0.121835
82.7261  1053.48  0.0662157  0.0112036  0.0109217  0.00982887  0.00768851  0.00780796  0.00716535  0.00668662  0.00613789  0.000662618  0.000621242  0.000582885  0.0005494  0.000527526  0.000496547  0.000485855  0.24797  0.0916182  0.0933882  0.0878172  0.0715214  0.0727089  0.0689613
94.3509  1208.57  0.0661711  0.022503  0.0174382  0.0107403  0.00982337  0.00810781  0.0077856  0.00682512  0.00608312  0.00231297  0.00211221  0.00170666  0.00166877  0.000719445  0.000704859  0.000688305  0.25272  0.134812  0.113781  0.084844  0.0780351  0.073947  0.0726185
75.4571  1071.99  0.0649102  0.0194266  0.0123938  0.0117805  0.011457  0.0101217  0.00828417  0.00753264  0.0049451  0.000843031  0.000616695  0.000582743  0.000548319  0.000496234  0.000430631  0.000417998  0.250241  0.129808  0.0884534  0.0863701  0.0856672  0.0793594  0.0719311
85.4435  1172.36  0.032373  0.0108697  0.0107515  0.00945394  0.00670425  0.00570268  0.00530803  0.00477406  0.00530682  0.000862581  0.000831631  0.000630215  0.000463972  0.000459173  0.000424698  0.000282492  0.154305  0.0769597  0.0830356  0.0803767  0.0626438  0.0497133  0.0486802
90.8116  1042.18  0.0740427  0.0212212  0.0173531  0.0150366  0.0126835  0.0114862  0.00981268  0.00921256  0.00763493  0.00232165  0.00211833  0.002089  0.000915125  0.000693756  0.000662274  0.000620748  0.267033  0.130792  0.115705  0.0988758  0.0934568  0.0911546  0.0821123
80.7092  1120.71  0.0646373  0.0277439  0.0182799  0.0143407  0.0108259  0.0094023  0.00925253  0.00880721  0.0051815  0.00146173  0.000560601  0.000464171  0.000305448  0.000243042  0.000231622  0.000201317  0.24728  0.15165  0.127198  0.105066  0.0898466  0.0830009  0.0830884
71.2497  1034.35  0.0448227  0.0143164  0.0133528  0.0122992  0.0112495  0.00933828  0.0075506  0.0060866  0.00475283  0.00102801  0.000882791  0.000815679  0.000801195  0.000634658  0.000557469  0.000419703  0.190832  0.0972306  0.0949233  0.0901889  0.0806531  0.0738601  0.0640247
86.5695  1017.82  0.043961  0.0290649  0.0230785  0.0199845  0.0166848  0.0151332  0.0128117  0.0117346  0.00724821  0.00221323  0.00181588  0.00142716  0.00124934  0.00118086  0.00115038  0.000937354  0.177096  0.153472  0.127805  0.126791  0.110811  0.103613  0.0873019
83.2867  1131.98  0.065037  0.0390952  0.019863  0.0177155  0.0153458  0.0144192  0.0144432  0.012821  0.00540722  0.00213325  0.000864601  0.000693589  0.000605637  0.000551036  0.000538877  0.000493847  0.245602  0.189102  0.129563  0.122185  0.108843  0.105714  0.107816
85.0781  1073.63  0.0709828  0.0190572  0.0136738  0.0128182  0.0113957  0.00911319  0.00801854  0.00578995  0.00625551  0.000908921  0.000729407  0.000685305  0.000589571  0.000512161  0.000500234  0.000433226  0.260948  0.127434  0.0995202  0.0977288  0.0933544  0.0828044  0.0733375
88.4225  1042.24  0.0784467  0.0306556  0.0241007  0.0208576  0.0181369  0.0140775  0.0128059  0.0116422  0.00718167  0.00214475  0.00148214  0.00134823  0.00110249  0.000875561  0.000839407  0.000810709  0.277021  0.158578  0.142898  0.130526  0.12492  0.107324  0.100489
76.7292  1024.66  0.0650452  0.0413692  0.0225741  0.0173334  0.013705  0.0123402  0.0104176  0.00967591  0.00560146  0.00271909  0.000863036  0.000726065  0.000590448  0.000438603  0.000346281  0.000310531  0.244359  0.186297  0.139375  0.111001  0.093505  0.0905338  0.0835629
92.0973  1081.85  0.0710067  0.0196474  0.0127088  0.0120786  0.01076  0.00860639  0.00763631  0.00647402  0.00724308  0.000787085  0.000530861  0.000433071  0.000416319  0.00021798  0.000206592  0.000201174  0.252853  0.128773  0.0995075  0.0987206  0.0899871  0.0830285  0.0749728
91.6413  1014.04  0.0747964  0.0210404  0.0200998  0.0173882  0.0144113  0.0113176  0.0106459  0.00898592  0.0081507  0.00284164  0.00276672  0.000993823  0.000584748  0.000501147  0.000466406  0.000399887  0.265014  0.117766  0.115382  0.11616  0.105879  0.0878563  0.0871892
68.9981  1198.1  0.0390136  0.0158489  0.0118341  0.0109997  0.00876375  0.00790148  0.00735612  0.00604576  0.00331247  0.00167466  0.00123054  0.00120367  0.000906095  0.00071027  0.000649193  0.000622833  0.186718  0.102539  0.0860571  0.0794736  0.0736079  0.0694415  0.0681051
81.0969  1082.26  0.0391972  0.020792  0.0170834  0.0156651  0.0143451  0.0134366  0.0114781  0.011125  0.00561487  0.00159213  0.00141396  0.00136046  0.00133137  0.00113383  0.00107472  0.000927906  0.171262  0.126349  0.11326  0.107047  0.0990733  0.0977737  0.0829095
88.1845  1070.47  0.0635887  0.0249157  0.0216995  0.0167167  0.0148063  0.014864  0.012598  0.0109422  0.00676936  0.00308251  0.00239098  0.0022164  0.00167676  0.00162459  0.00158656  0.00147069  0.242322  0.130156  0.126781  0.104224  0.100779  0.101945  0.0873113
89.7909  1047.08  0.073842  0.0202018  0.0203861  0.0190957  0.0157251  0.0122674  0.0108428  0.00961692  0.00732187  0.00205764  0.00196229  0.00189771  0.00152776  0.000772234  0.000662889  0.000487568  0.264965  0.122187  0.124743  0.119384  0.105597  0.0912186  0.0869811
81.2905  1010.02  0.077238  0.0178996  0.0153173  0.010056  0.00930147  0.0079348  0.00764663  0.00722189  0.0064669  0.000581438  0.000503731  0.000294367  0.000274786  0.000250191  0.000234367  0.000229721  0.275359  0.126361  0.113365  0.091684  0.087327  0.0782488  0.0770028
89.0504  1060.59  0.0703429  0.0256898  0.0191643  0.0174137  0.0164416  0.0143998  0.0127415  0.0116541  0.00703808  0.00260717  0.0016363  0.00151936  0.00139619  0.00131734  0.000964884  0.000825105  0.257902  0.13852  0.118192  0.110514  0.111906  0.100357  0.0945108
76.4072  1019.09  0.0438882  0.0253722  0.0197475  0.018603  0.0170212  0.0150127  0.0136874  0.0122694  0.00559195  0.0032361  0.00184754  0.00157654  0.00152214  0.00137387  0.00131103  0.00129087  0.182879  0.13393  0.118674  0.116275  0.108655  0.102189  0.0963724
83.6507  1039.38  0.0708082  0.0259518  0.0235557  0.0183233  0.0159137  0.0151956  0.0151018  0.0142871  0.00647643  0.00157679  0.00124588  0.00107397  0.000604889  0.000555473  0.000522178  0.00050695  0.259524  0.148022  0.141915  0.117406  0.112529  0.109778  0.110461
77.2214  1046.22  0.0696492  0.030913  0.0141677  0.0132234  0.0116255  0.0101833  0.00963993  0.00886616  0.00544063  0.00143946  0.000391373  0.000362794  0.000330769  0.000231035  0.000200893  0.000162412  0.260159  0.164604  0.108788  0.103443  0.094467  0.0899862  0.0881583
75.9454  1043.12  0.0565986  0.021487  0.00992956  0.00680744  0.00619222  0.00555963  0.00493271  0.00389029  0.00530114  0.000734141  0.000240764  0.000196948  0.000192153  0.000157808  0.00012359  6.58523e-05  0.223299  0.137263  0.0918354  0.0709293  0.0639331  0.0616732  0.0582283
